10	0.0010342597961425781	22408
10	0.0	17746
10	0.0	17714
12	0.0005040168762207031	17717
12	0.0010058879852294922	17717
12	0.0019927024841308594	17781
13	0.0009965896606445312	17717
13	0.001995086669921875	17717
13	0.0019948482513427734	17717
14	0.0009970664978027344	17845
14	0.0019948482513427734	17714
14	0.0009975433349609375	17717
15	0.0019943714141845703	17714
15	0.0019948482513427734	17714
15	0.0019948482513427734	17717
20	0.002991199493408203	17717
20	0.0029931068420410156	17717
20	0.00302886962890625	17906
50	0.014968395233154297	17714
50	0.017023801803588867	17717
50	0.0159909725189209	17714
100	0.06086397171020508	17742
100	0.06251931190490723	17745
100	0.0642859935760498	17742
500	2.4164838790893555	48129
500	2.4337406158447266	48773
500	2.512789249420166	48779
1000	12.981465339660645	118645
1000	12.86150050163269	118481
1000	12.8000967502594	118548
2000	60.60895347595215	238130
2000	60.770406007766724	239003
2000	59.33161544799805	235899
3000	145.6842701435089	371948
3000	148.58118224143982	370561
3000	144.22950863838196	369300
3000	145.30173873901367	369591
5000	426.4741621017456	618531
5000	422.9630799293518	616009
5000	419.87683176994324	612129
8000	1123.68239235878	992676
